,Tweet_ID,Tweet_Text,Class,
,1٫56419أس+18,"تبدأ ""مدينة إكسبو دبي"" في استقبال الزوار في ثلاثة من وجهاتها المميزة هي: ""ألِف"" جناح التنقل، و""تيرّا"" جناح الاستدامة، وحديقة الثُرَيَّا، اعتباراً من 1 سبتمبر 2022 تبلغ قيمة تذكرة الدخول لكل جناح 50 درهماً، و30 درهماً لحديقة الثريا https://t.co/qssXENw9bI",positive,
,1٫50849أس+18,محمد بن راشد يلتقي رئيس جمهورية جنوب إفريقيا، وذلك في جناح بلده في إكسبو 2020 دبي، حيث جرى بحث آفاق التعاون بين الدولتين وسبل دفعها قدماً. https://t.co/tzn9OJ4Kja,positive,
,1٫50849أس+18,محمد بن راشد يزور إكسبو 2020 دبي ويتفقد جناح دولة العراق المُقام في منطقة الفرص، حيث استمع سموّه إلى شرح حول التصميم المفتوح المميز للجناح، وشاهد سموه لمحات حول الحياة في العراق. https://t.co/GFGgTgaMsS,positive,
,1٫50938أس+18,"خالص التهنئة والتبريكات للقائمين على جناح سلطنة عمان في اكسبو دبي ٢٠٢٠،
على الفوز بهذه الجائزة في ختام فعاليات هذا التجمع العالمي 
Congratulations to 
@OmanExpo2020 
On winning the golden award in one the categories, at the conclusions of
@expo2020dubai https://t.co/LISYbMmCd1",positive,
,1٫5085أس+18,"عاجل 🔴 
.

.
المملكة العربية السعودية تبدأ اليوم، حملتها الترويجية التي تهدف إلى استضافة معرض إكسبو الدولي 2030 في مدينة الرياض، وذلك خلال حفل الختام الذي أقيم في مقر جناح المملكة في معرض إكسبو 2020 دبي.
- https://t.co/XFXxUf3QG5",neutral,
,1٫50523أس+18,سمو الشيخ عبدالله بن زايد آل نهيان - وزير الخارجية والتعاون الدولي يزور جناح دولة #إسرائيل في معرض إكسبو 2020 - دبي. #الإمارات_في_إسرائيل  @israelintheUAE @IsraelExpoDubai @OFMUAE https://t.co/PMT8GvY1t9,neutral,
,1٫50949أس+18,تختتم غدًا #وزارة_الطاقة مشاركتها في جناح المملكة في #اكسبو_2020_دبي الذي أبرز فيه منسوبات ومنسوبو الوزارة الريادة العالمية للمملكة في قطاع الطاقة واستعرضوا أهم الجهود والمشروعات في مجالات الطاقة المتعددة. https://t.co/6X7lNnUhug,positive,
,1٫56418أس+18,"مدينة إكسبو #دبي تبدأ في استقبال الزوار في ثلاثة من وجهاتها المميزة هي: ""ألِف"" جناح التنقل، و""تيرّا"" جناح الاستدامة، وحديقة الثُرَيَّا، اعتباراً من 1 سبتمبر 2022، وذلك ضمن استعداد المدينة لاستقبال الزوار في العديد من الوجهات المتميزة في الأول من أكتوبر. https://t.co/nwbpwP7diI",neutral,
,1٫50849أس+18,محمد بن راشد يزور جناح تونس الشقيقة في إكسبو 2020 دبي، والذي يروي قصة تونس، ويعرض إبداعات شبابها وفرص تمكينهم، ويوجه رسالة أمل للتنمية المستقبلية، حيث اطلع سموه على أهم أهداف الجناح، وفي مقدمتها إبراز الاهتمام البالغ الذي توليه تونس لقطاع ريادة الأعمال والمؤسسات الناشئة. https://t.co/IYuYabEWXh,positive,
,1٫50626أس+18,جناح المملكة يُتَوَّجُ بجائزة أفضل جناح في #إكسبو_2020_دبي عن فئة الأجنحة الكبيرة، ويتخطى حاجز الـ 4 ملايين زائر. #التواصل_الحكومي https://t.co/gc4uOHtYeB,positive,
,1٫50981أس+18,"سيعود اكسبو مرة أخرى الى أوساكا 🇯🇵 
بعد ٥٥ عام من أول مشاركة وخطاب صاحب السمو الشيخ خليفة بن زايد آل نهيان رئيس الدولة-حفظه الله في جناح حكومة أبوظبي قبل اعلان قيام دولة الامارات . https://t.co/cdoxcWbkm2",neutral,
,1٫5122أس+18,حقق المخترع الكويتي عادل الوصيص المركز الاول على مستوى الخليج في مسابقة أفضل مشروع لتنقية المياه ومعالجتها في دول مجلس التعاون الخليجي والتي عقدت أخيرا في جناح مجلس التعاون بمعرض (اكسبو دبي). https://t.co/URke0CNn3P,positive,
,1٫50958أس+18,"في ختام المشاركات الدولية لإكسبو 2020 دبي، جناح سلطنة عمان يحصد الجائزة الذهبية عن فئة المحتوى في تقييم الأجنحة.

@OmanExpo2020

#التواصل_الحكومي
#اكتشف_أمة
#اكسبو_2020 https://t.co/TtdAGNRQHO",positive,
,1٫50923أس+18,"جناح دولة قطر في اكسبو دبي 2020 

يحصد الجائزة البرونزية في فئة العمارة 

#مرسال_قطر | #Expo2020 https://t.co/rPL8GNT4bb",positive,
,1٫5146أس+18,وتماشياً مع رؤية دولتنا، يسعدني أن أعلن أننا سوف نستخدم جناح طيران الإمارات في إكسبو دبي كمركز لتطوير خبرات مستقبلية متطورة، بما في ذلك الرموز غير القابلة للاستبدالNFTs والميتافيرس metaverse ، وغيرها من مشاريع الويب ثلاثي الأبعاد Web3. https://t.co/qMTfAIshQs,positive,
,1٫50927أس+18,"جناح المملكة في معرض ""إكسبو 2020 دبي"" يحصد الجائزة الذهبية للهندسة المعمارية عن فئة أكبر الأجنحة وجائزة الإمارات تبتكر.
https://t.co/mcRNpjrjKx
#واس_عام https://t.co/2NcTS46Vlf",positive,
,1٫50874أس+18,على هامش مشاركتنا في القمةالعالمية للحكومات المنعقدةحاليا بدبي، قمت مع الزميلة سوسن الشاعر بزيارة معرض اكسبو 2020 فكانت هذه اللقطة التذكاريةداخل جناح مملكة البحرين. توجهنا بعد ذلك لزيارة جناح المملكة العربية السعودية لكن الحظ لم يحالفنا بسبب الصفوف الطويلة المتزاحمة على ابوابه https://t.co/myyEgVVoQw,negative,
,1٫50968أس+18,"جناح #المغرب يفوز بجائزة افضل تصميم داخلي ب #إكسبو_دبي2020.. و جناح #الجزائر_اضحوكة_العالم يفوز بافرغ جناح و ابشع تصميم في #إكسبو_دبي2020..

صعيب تكون تاريخ بين ليلة و ضحاها يا كابرانات..#المملكة_المغربية_الشريفة ازيد من 12 قرن من الاشعاع الحضاري والثقافي والتاريخي🇲🇦
#المغرب_أولا https://t.co/DIm28TAniT",negative,
,1٫50493أس+18,"فاز جناح #المملكة_العربية_السعودية المشارك في ""إكسبو 2020 دبي"" بجائزة أفضل جناح إلى جانب جائزتين شرفيتين بحسب اختيار مجلة EXHIBITOR وحصل الجناح السعودي على جائزة أفضل جناح في ""إكسبو 2020 دبي"" عن فئة الأجنحة الكبيرة وعلى الجائزة الشرفية في فئة أفضل تصميم خارجي وأفضل عرض
#واس https://t.co/XObl6efJ2c",positive,
,1٫50492أس+18,"المملكة تفوز بجائزة أفضل جناح في إكسبو وجائزتي أفضل تصميم خارجي وأفضل عرض.

https://t.co/7p7LpIUYfd https://t.co/eFpVWSYerY",positive,
,1٫52034أس+18,"تشرفنا بشهادة تقدير لدورنا في مشروع جناح سلطنة عمان اكسبو ٢٠٢٠ قدمها لنا معالي قيس بن محمد  اليوسف وزير التجارة والصناعة وترويج الاستثمار وسعادة محسن بن خميس البلوشي المفوض العام لجناح سلطنة عمان اكسبو دبي ٢٠٢٠ 
وقد استلمتها م. نور الزدجالي مديرة المشروع https://t.co/6cp06LbNqC",positive,
,1٫51906أس+18,"خلال اكسبو 2020, خصص جناح المغرب غرفة لاكتشاف ثقافة الشاي المغربي, مع معرض لأباريق الشاي لمصممين من 5 دول، احتفاءا بحفل الشاي المشترك بين المغرب وعدة بلدان.

#اكسبو2020 #دبي #المغرب https://t.co/c9V8rE11yS",neutral,
,1٫50922أس+18,"📸 جناح الجمهورية العربية السورية في #إكسبو_دبي يحصل على الجائزة الذهبية لفئة أفضل تطبيق لفكرة #اكسبو الرئيسية 🇸🇾🇦🇪🏅

#معا_المستقبل_لنا 
#wewillrisetogether

#سوريا https://t.co/nzvUIsP4Ll",positive,
,1٫53882أس+18,#محمد_بن_راشد: #مدينة_إكسبو_دبي ستكون صديقة للبيئة..صديقة للعائلات..صديقة للتقنية..صديقة للاقتصاد.. المدينة المرتبطة بميناء ومطارين والمرتبطة بأجمل الذكريات لملايين البشر..سيبقى سحر إكسبو مستمراً.. ستبقى قبة الوصل.. وستبقى شلالات إكسبو.. وسيبقى جناح الامارات وجناح ألف و جناح تيرا https://t.co/VWXh5OMUxu,positive,
,1٫50661أس+18,معالي رئيس #جامعة_الملك_سعود يلتقي بطلاب كلية اللغات والترجمة، وكلية السياحة والآثار الذين شاركوا في جناح المملكة بمعرض #اكسبو_دبي_2020، ويشيد بجهودهم في تمثيل الوطن ويثني عليهم، ويحثهم على مواصلة التميز. https://t.co/p6oYXLXrAZ,positive,
,1٫54973أس+18,"شكّل جناح الإمارات العربية المتحدة في إكسبو تجربة حسية غامرة، حيث تم تصميمه على شكل صقر له 28 جناح متحرك. ويبقى جناح الإمارات أحد أبرز معالم مدينة إكسبو دبي.
#إكسبو2020 #دبي #مدينة_إكسبو_دبي https://t.co/CcVSS2vNA3",positive,
,1٫56748أس+18,لقاء مع بوب كلارك رئيس جناح الولايات المتحدة الامريكية في اكسبو دبي ٢٠٢٠ في مدينة شيكاغو. كان حريص جدا بأن يلتقي معنا ويعزمنا على العشاء. ومشاركة تجربته الثرية في الامارات خلال اكسبو منها وجود الأمان وكرم ضيافة وبناء الجسور مع العالم وصناعة المستقبل. https://t.co/Ya4KuNQUwP,positive,
,1٫50871أس+18,"الصورة الواردة من جناح السلطنة في إكسبو ٢٠٢٠، حيث وقعت مجموعة عمران @OmranGroupOm اتفاقية شراكة تطويرية مع دار الأركان من المملكة العربية السعودية وذلك لتطوير مشروع ""عايدة"" ضمن  المخطط العام لمشروع يتي السياحي المتكامل https://t.co/3FRSSVKf6D",positive,
,1٫50844أس+18,"لطالما أراد العالم معرفة شخصية صاحب السمو الشيخ #محمد_بن_راشد الفذة عن قرب .. وهذا ما يقدمه جناح الرؤية في #إكسبو_2020_دبي من خلال كتاب سموه ""قصتي""
#فيديو_وام https://t.co/SoTU2zC7f4",positive,
,1٫50558أس+18,تحت تنظيم #وزارة_الداخلية..قام مدراء العلاقات العامة والإعلام في إمارات المناطق بزيارة جناح المملكة في #إكسبو_2020 وقد مثل إمارة المنطقة مدير إدارة العلاقات العامة والإعلام أ. عادل البقعاوي وكان لـ #حائل حضور من خلال إرثها وتراثها وكرمها وسط نجاح تنظيمي لافت للجناح وللقائمين عليه https://t.co/66r6kFOHOo,neutral,
,1٫50492أس+18,"السعودية تفوز بجائزة أفضل جناح في إكسبو وجائزتي أفضل تصميم خارجي وأفضل عرض

https://t.co/B3uNSDlB5G https://t.co/jVzuKiFXC4",positive,
,1٫51026أس+18,#جناح_الكويت يودع #اكسبو_دبي بعدد زوار تجاوز 3 ملايين زائر,neutral,
,1٫54893أس+18,"شاركت باريس بجناح مميز احتل موقعا مركزيا في قلب الحدث العالمي الذي استضافته الدولة.. ""جناح #فرنسا في #إكسبو_2020_دبي"" نموذج للتعاون الثقافي بين البلدين 

#محمد_بن_زايد_في_فرنسا https://t.co/gmTTAAUN5W",positive,
,1٫53384أس+18,"📷📷📷
التصوير باستخدام فلاتر ND ليلا 
مفيده وليست فقط في اوقات النهار 
تساعد في تخفيف واخفاء حركة وازدحام المكان وقت التصوير
اكسبو جناح الامارات 
Nikon D850
Lens 20mm 
@tswir @photos_lab @cameraty https://t.co/a8M1fi4WlA",positive,
,1٫50922أس+18,"🔻جناح #سلطنة_عُمان في #إكسبو_٢٠٢٠ دبي يحصد الجائزة الذهبية عن  فئة أفضل محتوى لموضوعات الجناح خلال حفل إعلان الجوائز  الرسمي للمشاركين الدوليين.

 https://t.co/xtYOfWja2U",positive,
,1٫50841أس+18,محمد بن راشد يزور إكسبو 2020 #دبي ويتفقد جناح دولة العراق المُقام في منطقة الفرص، حيث استمع سموّه إلى شرح حول التصميم المفتوح المميز للجناح، وشاهد سموه لمحات حول الحياة في العراق. https://t.co/Tstd4nsr6e,positive,
,1٫50923أس+18,"تعرّف على جناح #سلطنة_عُمان في #إكسبو_2020 دبي الذي حصد الجائزة الذهبية عن فئة أفضل محتوى لموضوعات الجناح من خلال مقاطع مُصورة بتقنية الواقع الافتراضي (360 VR)
https://t.co/Ta2VWm1SUw 

#منصة_عين
@OmanExpo2020 https://t.co/tawwEwp1yF",positive,
,1٫56418أس+18,"مدينة إكسبو #دبي تبدأ في استقبال الزوار في ثلاثة من وجهاتها المميزة هي: ""ألِف"" جناح التنقل، و""تيرّا"" جناح الاستدامة، وحديقة الثُرَيَّا، اعتباراً من 1 سبتمبر 2022، وذلك ضمن استعداد المدينة لاستقبال الزوار في العديد من الوجهات المتميزة في الأول من أكتوبر.
https://t.co/HRDcWvfo1i https://t.co/TW4aI4vMxb",positive,
,1٫50841أس+18,محمد بن راشد يلتقي رئيس جمهورية ليبيريا، وذلك في جناح بلاده في إكسبو 2020 #دبي، حيث استعرض الجانبان مجمل العلاقات الثنائية، وما حققته من تقدم خلال الفترة الماضية، وما هو مأمول لها من مزيد الازدهار مستقبلاً. https://t.co/E6EuEr4oal,positive,
,1٫53887أس+18,"#محمد_بن_راشد : مدينة إكسبو دبي ستكون مدينة صديقة للبيئة صديقة للعائلات صديقة للتقنية صديقة للاقتصاد, المدينة المرتبطة بميناء ومطارين والمرتبطة بأجمل الذكريات لملايين البشر سيبقى سحر إكسبو مستمراً .. ستبقى قبة الوصل وستبقى شلالات إكسبو وسيبقى جناح الامارات وجناح ألف وجناح تيرا. https://t.co/NnCCpBKPvf",positive,
,1٫53882أس+18,#محمد_بن_راشد: #مدينة_إكسبو_دبي ستكون صديقة للبيئة..صديقة للعائلات..صديقة للتقنية..صديقة للاقتصاد.. المدينة المرتبطة بميناء ومطارين والمرتبطة بأجمل الذكريات لملايين البشر..سيبقى سحر إكسبو مستمراً.. ستبقى قبة الوصل.. وستبقى شلالات إكسبو.. وسيبقى جناح الامارات وجناح ألف و جناح تيرا https://t.co/1r9qQ2CmJx,non-relevant,
,1٫51256أس+18,@Khalidsaad_1 إحتفلنا بيه في إكسبو جناح السودان في الحفل الختامي، زول لطيف جدًا وهميم.,positive,
,1٫53887أس+18,"#محمد_بن_راشد : مدينة إكسبو دبي ستكون مدينة صديقة للبيئة صديقة للعائلات صديقة للتقنية صديقة للاقتصاد, المدينة المرتبطة بميناء ومطارين والمرتبطة بأجمل الذكريات لملايين البشر سيبقى سحر إكسبو مستمراً .. ستبقى قبة الوصل وستبقى شلالات إكسبو وسيبقى جناح الامارات وجناح ألف وجناح تيرا. https://t.co/UXtI5rGZys",positive,
,1٫53881أس+18,#محمد_بن_راشد:#مدينة_إكسبو_دبي ستكون صديقة للبيئة..صديقة للعائلات..صديقة للتقنية..صديقة للاقتصاد.. المدينة المرتبطة بميناء ومطارين والمرتبطة بأجمل الذكريات لملايين البشر.. سيبقى سحر إكسبو مستمراً.. ستبقى قبة الوصل .. وستبقى شلالات إكسبو.. وسيبقى جناح الامارات وجناح ألف وجناح تيرا,non-relevant,
,1٫53881أس+18,#محمد_بن_راشد: مدينة إكسبودبي ستكون مدينة صديقة للبيئة..صديقة للعائلات..صديقة للتقنية ..صديقة للاقتصاد..المدينة المرتبطة بميناء ومطارين والمرتبطة بأجمل الذكريات لملايين البشر..سيبقى سحر إكسبو مستمراً..ستبقى قبة الوصل..وستبقى شلالات إكسبو..وسيبقى جناح الإمارات وجناح ألف وجناح تيرا,non-relevant,
,1٫53881أس+18,#محمد_بن_راشد: مدينة إكسبو دبي ستكون مدينة صديقة للبيئة..صديقة للعائلات، صديقة للتقنية، صديقة للاقتصاد المدينة المرتبطة بميناء ومطارين والمرتبطة بأجمل الذكريات لملايين البشر .. سيبقى سحر إكسبو مستمرا ستبقى قبة الوصل، وستبقى شلالات إكسبو.. وسيبقى جناح الامارات وجناح ألف وجناح تيرا,non-relevant,
,1٫56713أس+18,"@KayanDiaz139 في شبكة كهربائية تربط دول الخليج، بحيث لو ان دولة خليجية عندها نقص او حالة طارئة لا سمح الله ترسل لها باقي الدول الخليجية كهرباء، انا اكتشفت ها المعلومة في اكسبو ""جناح دول الخليج"".
وفعلاً الشي كان وايد واااااااو 🤯",positive,
,1٫53881أس+18,محمد بن راشد: مدينة إكسبو دبي ستكون مدينة صديقة للبيئة صديقة للعائلات صديقة للتقنية صديقة للاقتصاد المدينة المرتبطة بميناء ومطارين والمرتبطة بأجمل الذكريات لملايين البشر سيبقى سحر إكسبو مستمراً ستبقى قبة الوصل وستبقى شلالات #إكسبو وسيبقى جناح الامارات وجناح ألف وجناح تيرا..,non-relevant,
,1٫50181أس+18,من الأرشيف زيارة طلاب المدرسة لمعرض اكسبو ٢٠٢٠ في إمارة دبي في دولة الامارات المتحدة وزيارة جناح السلطنة قضى الطلاب وقت ممتع في المعرض وتعرفوا على ثقافات مختلفة #اكسبو_٢٠٢٠ @expo2020dubai @bur_moe https://t.co/U2rr1RvlJo,positive,
,1٫49471أس+18,من المؤكد قضاء وقت ممتع في ارقي مكان في الامارات #اكسبو_دبي2020 🌺✨🇦🇪 https://t.co/63rLPZMMZe,positive,
,1٫4998أس+18,ثريد ممتع عن #اكسبو_٢٠٢٠ 👇👌🤩,positive,
,1٫50597أس+18,((اكسبو ممتع مع الاصدقاء فقط)),positive,
,1٫48675أس+18,كان يوم ممتع مع الاصدقاء بزياره اكسبو 2020 بدبي https://t.co/CRPSjIepQM,positive,
,1٫44649أس+18,"عيش التراث والثقافة السعودية مع عرض فولكلوري ممتع وأصيل في الجناح السعودي.
اشتروا تذاكر إكسبو 2020 الآن!
#اكسبو2020 #دبي https://t.co/37jCptsFSp",positive,
,1٫45549أس+18,"ما زلت اتجول في #اكسبو 

المعرض ممتع جدا ومتنوع.. صورت صور كثيرة سوف تنشر تباعا الايام القادمة

استراحه شرب ماء بعد ان اعدت تعبئة القارورة (احضر معك واحدة)

معلومة صغيرة:
للتعبئة من ماء السبيل ضع طرف اصبعك على طرف حنفية الماء (مكان خروج الماء من الخارج)  لكي يعمل الحساس وبالعافية https://t.co/LmtSqssSaE",positive,
,1٫49717أس+18,اكسبو دبي مرة ممتع,positive,
,1٫50853أس+18,يوم صحي ممتع ومتعب في اكسبو https://t.co/96Expmrf9Q,neutral,
,1٫48525أس+18,اليوم كان يوم ممتع في اكسبو، عادةً أيي ازور الدول واطلع اما اليوم غير ما اني زرت الدول قمت اشتري اشياء حلوة مالها لزمة ومو محتاج لها 😅 https://t.co/9R4DjYUNtj,positive,
,1٫49831أس+18,اكسبو ممتع والله ♥️,positive,
,1٫46899أس+18,"#إكسبو_دبي
ممتع وجميل حيث مشاهد معظم حضارات وثقافات العالم في مكان واحد،، وجناح السعودية كان مميز جداً ومشرف https://t.co/xfoBz39AjC",positive,
,1٫50951أس+18,"أكيد جو #دبي ممتع.. وأنا أحس براحة امتاع

#اكسبو_دبي الآن ❤️👋🇦🇪

#Expo2020 #Dubai #DubaiExpo2022 https://t.co/mZxcb5rFXN",positive,
,1٫46704أس+18,صباحكم عسل ..البارحة زرت معرض اكسبو 2020 في دبي وحبيت اشارك وياكم بعض الصور ..وهو ممتع ويحتاج الى اكثر من يومين حتى تغطي كل الأجنحة المشاركة . https://t.co/ewRkmwmGi7,positive,
,1٫45721أس+18,#اكسبو_٢٠٢٠ مكان ممتع جدا 😍❤️,positive,
,1٫50948أس+18,إكسبو دبي 20 كان ممتع اكثر من رائع .. جمال .. ثقافة .. معرفة .. تواصل .. شكراً دبي .. شكرا الإمارات .. شكرا الشيخ محمد بن راشد .. شكرا لكل من ساهم .. اكسبو دبي20 ذكرى لا تنسى https://t.co/pfM8tE4j6q,positive,
,1٫51007أس+18,#اكسبو_٢٠٢٠ فرحانه جدا اني زرته لانه فعلا كان مكان رائع ويستحق الزياره ممتع لابعد درجة فن في ارض الواقع خصوصا جناح مملكتي العزيزه ، لدي بذالك المكان ذكريات جدا عزيزه على قلبي وتعرفت على اشخاص رائعين شكرا على هذا الابداع نلقاكم في اكسبو 2030 . https://t.co/zIb2ZfuBJV,positive,
,1٫48018أس+18,حدث كرة قدم ممتع أقيم على هامش إكسبو 2020 دبي ضم بعضًا من أفضل لاعبي كرة القدم في السنوات الأخيرة جنبًا إلى جنب مع المشاهير وكبار رجال الأعمال في الإمارات العربية المتحدة. https://t.co/EvzHtZqBzr,non-relevant,
,1٫50552أس+18,ياخي اكسبو مُمتع، دوم اتونّس يوم اسير و ما احس بالوقت,positive,
,1٫4523أس+18,"قد حظينا بأسبوع ممتع لا ينسى!😁
دعونا نلقي نظرة على بعض اللحظات المميزة.
نشكركم جميعًا على حضوركم وزيارتنا!

#إسرائيل #إسرائيل_إكسبو #إسرائيل_إكسبو_2020_دبي #إكسبو_دبي_2020_العالمي #إكسبو_2020_دبي #الجناح_الإسرائيلي #هذه_اسرائيل https://t.co/KHItJTgz1k",positive,
,1٫46066أس+18,"•
٠
ماتم مشاهدته في زيارتي لـ #جناح_السعودية ممتع ويستحق الزيارة 💚🇸🇦
٠
•

#اكسبو_2020
#expo2020duba
#السعودية_في_إكسبو2020 https://t.co/0Teue5vnNp",positive,
,1٫48823أس+18,مو طبيعي قد ايش اكسبو دبي فضييييييع😭😭😭😭😭😭😩❤️!! من زمان عن شعور الإنبهار هذا حرفياً يوم ممتع 😩😭❤️👏🏻 https://t.co/672UgnCB8f,positive,
,1٫44649أس+18,عيش التراث والثقافة السعودية مع عرض فولكلوري ممتع وأصيل في الجناح السعودي بـ #اكسبو_دبي_٢٠٢٠ https://t.co/itQqOkIt0V,positive,
,1٫50982أس+18,"#اكسبو_2020 مكان الفرح والسعادة. سعدت كثيرا لتواجدي في آخر يوم من أيامه مثل ما حضرت أول يوم.

شكرا على الفرح والسعادة والموسيقى والأغاني والرفقة الجميلة والمعلومات القيمة والتجارب الجديدة والقهوة والايسكريم والأكل اللذيذ. كل شيء كان جميل، كل شيء كان ممتع. https://t.co/s4bys2Qci1",positive,
,1٫4444أس+18,"يوم ثاني في #اكسبو_دبي_٢٠٢٠  كان ممتع ، فعاليات و احتفاليات كثيره ، ١٩٣ دوله مشاركه ، خلال يومان زرت ما يقارب ال٢٠ دوله ، و هناك المزيد ، 
التعرف على حضارات العالم هو ما استمتعت به ، 
و خطط بعض الدول المستقبليه . https://t.co/tVsntMBePe",positive,
,1٫44753أس+18,"زوار جناح #السعودية بمعرض اكسبو دبي ٢٠٢٠  اكدوا علي ان الجناح قدم لهم تجربة ترفيهية علمية استثنائية كما أنهم وجدوا خلال زيارتهم تجارب عملية بقالب ترفيهي ممتع وملهم❤️🇸🇦🇦🇪
#KSAatExpo2020 https://t.co/qc67Eea55u",positive,
,1٫54591أس+18,"220710 |
تحديث ووجين عبر الانستقرام :

""[#ووجين] اليوم كان ك اكسبو ممتع للغاية😆 لنتقابل مرة اخرى غداً!! "" https://t.co/Ncd77nBhGQ",positive,
,1٫45155أس+18,"الجمعة هو للعائلات!
تعال لزيارتنا مع عائلتك إلى خيمتنا المفتوحة ونضمن لك قضاء وقت ممتع للجميع 😄

#إسرائيل #إسرائيل_إكسبو #إسرائيل_إكسبو_2020_دبي #إكسبو_دبي_2020_العالمي #إكسبو_2020_دبي #الجناح_الإسرائيلي #هذه_اسرائيل https://t.co/pjpY7gqGJB",positive,
,1٫50368أس+18,أطفال يهتفون لناديهم في معرض أكسبو و يحتفلون بفوز العين على الوحدة ، أمر طبيعي و عفوي و ممتع لمن يفكر بشكل طبيعي ، و مؤامرة خطيرة بالنسبة لمن يعيشون في دائرة الوهم .,neutral,
,1٫44968أس+18,"عرض فقاعات ممتع في إكسبو 2020 دبي
#الإمارات_اليوم https://t.co/dco2YgXdZO",positive,
,1٫45264أس+18,ابا ارد أشوف افتتاح اكسبو لأن احسه مسرحية من كثر ما هو ممتع,positive,
,1٫50421أس+18,اكسبو احلى من القرية صدق ممتع الناس هناك طيبة والعالم كلهم هابيي ونفوسهم زينة وتتعرفون ع ثقافات عالم ثاااااني,positive,
,1٫45691أس+18,"#جناح_دولة_الكويت 🇰🇼🥰 
#اكسبو_دبي 🕊🌿
صراحةً مُشرّف وممتع مقارنة مع بقيّة الدول يُعتبر ممتاااز 👌🏼 حبيت فيه أصالته في استحضار التراث وماضي الكويت الحبيبة وأجدادنا الغاليين وبيئتنا الفطرية رُغم بساطتها لكن العرض لها كان ممتع ❤️ https://t.co/Kq1xlXOEZu",positive,
,1٫44392أس+18,"نشاط تلوين تاج وساعة بشخصيات إكسبو لتنمية مهارات الحركات الدقيقة للأطفال
تقوم فكرة الملف في مساعدة المعلم على عمل نشاط ممتع لتن...

https://t.co/472EwP1Z3z",non-relevant,
,1٫44697أس+18,"السناب مولع و ممتع هالفترة ؛ لانه اغلب دول الخليج عندهم فعاليات .. 
اكسبو دبي / معرض العطور  ( الدوحة) / معرض  الكتاب ( الرياض ) / شاهين ( السلطنة )",positive,
,1٫45374أس+18,الاخوة والاخوات اللي مازاروا اكسبو للحين … لاتفوتكم الفرصة … تقضون وقت ممتع مع الاجنحة والفعاليات والمناظر الجميلة اللي بتشوفونها باذن الله… اهلا ياضيوف دبي … وسهلا في ربوع دبي https://t.co/LCGr1DGxRR,positive,
,1٫45088أس+18,نصيحة لأخواني جمهور  نادي العين اذا حبيتوا اتزورون دبي يوم الخميس لا تضيعون وقتكم وتروحون ملعب الوصل فدبي مدينة جميلة ويمكنكم قضاء وقت ممتع بها انصحكم بزيارة اكسبو وخبر فوز فريقكم بيوصل لكم بالواتساب ( مباراة مضمونة ),positive,
,1٫44431أس+18,"عرض جماهيري ممتع لطيور أسطورية يستقطب الكبار والصغار في منطقة الاستدامة مساء اليوم في إكسبو دبي 2020
#اكسبو_دبي_٢٠٢٠ 

#الإمارات_اليوم https://t.co/DvBlV08vRS",positive,
,1٫47907أس+18,"تصوير ونقل رائع من احد الاخوة الزائرين لمعرض المملكة في اكسبو دبي ٢٠٢٠ ممتع وكانك زرت المعرض
عجبني فنقلته..
https://t.co/AcOZXktCMS",positive,
,1٫53408أس+18,توجّه إلى حديقة الغرافة للعائلات المكيفة لقضاء وقت ممتع خلال أيام الصيف، واستمتع بجميع خدماتها. #إكسبو_٢٠٢٣_الدوحة https://t.co/b4286yryTJ,positive,
,1٫49612أس+18,مسرح اللؤلؤة في جناح الامارات يعرض مقطع ممتع لشخصية عوشة اللي تاخذكم برحلة لتاريخ الامارات، هذا أكثر مقطع استمتعت به في اكسبو 💯,positive,
,1٫51006أس+18,"@a_4f4 @ii_h7o 🥵🥵🥵خلاص ماشي طلعات وفرفره بالشوارع الموتر حق ضروره بس 
راح نبداء رياضه🤣ومشي 
يالله شكثر كنت امشي في إكسبو ولا كنت اتعب كان وايد ممتع👍🙂",positive,
,1٫54405أس+18,اجواء انمي اكسبو ذي السنة ذكرتني ب اجواء E3 2018 الي كان مره ممتع بالنسبة لي و ب اكسبو ذي السنة رجعت نفس ذيك المتعة و اكثر . .,non-relevant,
,1٫54535أس+18,"@alassafalghamdi الجو اليومين هذي حلو جدا توني راجع، ورطوبة خفيفة بالليل، والمشي فيها ممتع.
الاماكن عندك: القرية العالمية، منطقة اكسبو 2020، دبي مول، الامارات مول، ابن بطوطة مول، القرية المائية، JBR، السوق الصيني، دبي اوتلت، سوق ديرة، دبي مارينا، مركز دبي الدولي للمؤتمرات وغيرها كثير، رحلة ممتعه",positive,
,1٫49225أس+18,يوم طويل ومتعب لكنه ممتع مع اغلى الناس ..🤍 الحمدلله على هذه نعمة اللحظات السعيده التي تخزن في الذاكرة ليوم مميز في اكسبو دبي 🇦🇪👍🏼,positive,
,1٫44724أس+18,"العربة الدوارة في إكسبو 2020 دبي تمكن زوارها من قضاء وقت ممتع للتعرف على النسخ السابقة من المعرض الدولي من خلال رسمات يدوية مميزة تسرد تاريخ 170 عام
برنامج #مع_إكسبو على #تلفزيون_دبي
#إكسبودبي
#إكسبو2020دبي
#expo2020 https://t.co/tJ9mA9RUnJ",positive,
